username,age_days,followers,following,posts_per_day,profile_completeness,avg_likes,avg_comments,archetype
user_suspicious_139,1,75,4886,22.57,30.2,0.5,0.0,SUSPICIOUS
incomplete_15,415,111,544,6.67,16.6,2.4,0.2,INCOMPLETE_PROFILE
user_normal_195,1065,2852,71,3.29,71.4,255.9,37.7,NORMAL
user_normal_233,305,4165,4362,3.38,96.0,234.8,23.8,NORMAL
user_normal_369,784,505,281,4.77,83.4,42.0,4.8,NORMAL
user_new_122,22,42,228,1.95,85.6,4.6,0.3,NEW_LEGITIMATE
user_normal_392,1630,3154,3596,2.34,79.3,233.9,25.9,NORMAL
influencer_98,2886,176991,796,6.58,98.0,16936.1,2320.5,INFLUENCER
user_normal_239,883,674,634,4.4,99.8,54.1,3.2,NORMAL
user_normal_276,1143,636,128,4.83,86.5,61.9,5.8,NORMAL
user_normal_65,1302,4179,1621,2.17,93.3,197.5,28.3,NORMAL
user_suspicious_103,140,99,4292,72.84,59.7,0.7,0.0,SUSPICIOUS
user_normal_121,1030,177,203,4.59,79.5,11.9,1.4,NORMAL
influencer_81,2428,263078,1035,6.22,97.0,17378.8,2510.9,INFLUENCER
bot_like_74,16,40,3063,120.45,17.6,0.2,0.0,BOT_LIKE
user_suspicious_148,113,97,1973,68.69,45.3,1.5,0.1,SUSPICIOUS
user_new_5,5,193,39,2.13,61.2,22.6,3.3,NEW_LEGITIMATE
user_normal_205,1476,4065,5405,1.61,86.8,154.6,10.2,NORMAL
user_normal_113,1644,4389,896,2.91,84.3,382.2,26.9,NORMAL
influencer_90,2789,98741,498,1.45,90.8,7729.1,900.7,INFLUENCER
user_normal_9,1975,1600,752,4.29,83.5,82.6,11.8,NORMAL
user_normal_374,1892,4896,5143,4.34,71.5,424.3,57.0,NORMAL
user_normal_308,1307,1955,923,3.46,79.3,155.2,20.4,NORMAL
bot_like_23,17,29,6201,134.16,27.5,0.1,0.0,BOT_LIKE
user_normal_161,1220,1340,110,3.6,83.0,53.2,7.0,NORMAL
user_normal_273,578,4325,3028,2.06,99.3,308.3,40.8,NORMAL
user_normal_79,352,1952,864,4.51,85.8,194.1,11.1,NORMAL
user_new_146,84,170,47,1.26,76.2,9.1,0.8,NEW_LEGITIMATE
user_normal_348,310,2500,2293,3.74,96.7,65.9,8.1,NORMAL
user_normal_219,1410,452,381,1.28,98.8,24.1,3.2,NORMAL
user_new_21,25,40,202,2.26,75.7,3.3,0.4,NEW_LEGITIMATE
user_normal_136,597,3700,5084,0.65,97.4,147.5,15.9,NORMAL
user_normal_38,1480,4993,6477,3.51,95.9,191.8,19.2,NORMAL
user_suspicious_193,36,29,1413,76.43,47.3,0.2,0.0,SUSPICIOUS
user_suspicious_11,13,81,2357,52.22,31.1,1.5,0.0,SUSPICIOUS
bot_like_49,28,39,3707,105.13,12.3,0.0,0.0,BOT_LIKE
influencer_15,593,493498,394,6.71,98.2,62831.4,10090.1,INFLUENCER
user_normal_8,385,3252,2005,1.32,92.7,175.6,12.4,NORMAL
user_suspicious_138,1,57,1711,25.57,49.4,0.3,0.0,SUSPICIOUS
user_suspicious_101,130,70,2863,58.25,40.0,0.9,0.0,SUSPICIOUS
user_normal_278,222,4449,3251,3.43,74.6,110.8,14.2,NORMAL
user_normal_302,1122,2296,3119,2.57,95.3,179.7,22.9,NORMAL
user_normal_152,416,1404,1831,3.4,82.7,42.9,6.0,NORMAL
user_suspicious_152,35,10,3170,70.56,58.1,0.2,0.0,SUSPICIOUS
user_normal_323,760,2103,2146,2.46,98.1,160.8,18.2,NORMAL
user_normal_281,579,708,309,3.35,76.9,27.3,2.0,NORMAL
user_suspicious_46,139,92,1316,36.59,31.8,0.2,0.0,SUSPICIOUS
user_normal_310,781,413,615,4.25,70.3,33.0,4.2,NORMAL
user_new_37,24,11,157,0.61,85.8,0.7,0.1,NEW_LEGITIMATE
user_new_63,84,190,110,1.95,89.7,21.1,2.9,NEW_LEGITIMATE
user_normal_199,1153,3255,3143,1.09,96.0,315.9,16.8,NORMAL
incomplete_34,149,492,788,3.57,23.4,8.7,0.8,INCOMPLETE_PROFILE
user_normal_87,242,4025,4834,4.27,84.1,214.1,16.6,NORMAL
user_normal_376,561,1900,1417,0.89,88.5,55.3,4.7,NORMAL
user_normal_137,1383,4905,3622,4.62,80.9,325.9,36.9,NORMAL
user_suspicious_60,138,93,1508,20.38,30.2,1.5,0.0,SUSPICIOUS
user_normal_298,328,3847,701,2.63,73.4,226.5,32.2,NORMAL
user_suspicious_19,56,27,4955,28.47,45.2,0.1,0.0,SUSPICIOUS
user_suspicious_159,92,55,1579,41.7,39.6,0.5,0.0,SUSPICIOUS
user_suspicious_2,100,36,4339,55.27,42.5,0.5,0.0,SUSPICIOUS
user_new_110,58,116,142,2.97,75.0,8.1,0.9,NEW_LEGITIMATE
user_normal_289,371,116,169,1.92,90.6,6.4,0.5,NORMAL
user_new_100,30,34,87,3.78,79.0,3.9,0.3,NEW_LEGITIMATE
user_normal_235,925,991,424,1.23,75.7,77.8,5.1,NORMAL
user_normal_257,984,2566,1037,1.43,89.1,104.1,11.8,NORMAL
user_normal_155,521,4152,2124,4.55,96.2,281.5,31.0,NORMAL
incomplete_7,61,123,200,2.57,35.0,7.6,0.4,INCOMPLETE_PROFILE
user_suspicious_199,165,63,882,46.02,51.7,1.2,0.1,SUSPICIOUS
user_normal_104,544,4721,6892,1.64,91.4,432.5,43.8,NORMAL
user_normal_127,1044,2953,3278,2.93,84.6,155.7,19.8,NORMAL
influencer_29,493,59589,850,4.83,86.3,5228.1,677.7,INFLUENCER
user_normal_6,826,2988,2485,4.74,86.9,151.9,7.8,NORMAL
user_suspicious_73,65,36,3712,49.56,41.5,0.2,0.0,SUSPICIOUS
user_new_44,28,88,143,2.16,62.0,10.2,1.5,NEW_LEGITIMATE
bot_like_63,24,20,3311,131.25,23.1,0.0,0.0,BOT_LIKE
user_suspicious_162,45,51,2354,65.81,37.5,0.7,0.0,SUSPICIOUS
user_normal_183,1852,1318,970,4.33,71.1,61.1,8.7,NORMAL
user_normal_236,1561,4712,1568,1.3,90.8,410.2,59.3,NORMAL
bot_like_19,24,11,4682,31.64,36.9,0.0,0.0,BOT_LIKE
edge_zero_followers,100,0,500,5.0,80.0,0.0,0.0,EDGE_CASE
user_normal_225,1826,113,152,2.12,87.8,3.7,0.3,NORMAL
user_normal_349,880,3647,314,4.19,86.2,280.2,22.8,NORMAL
influencer_45,2677,349148,1202,4.49,88.2,47925.0,4335.0,INFLUENCER
influencer_97,1291,382078,1291,3.18,92.7,51841.7,7051.8,INFLUENCER
user_suspicious_163,147,39,1498,30.64,55.0,0.7,0.0,SUSPICIOUS
user_normal_258,620,869,312,3.63,82.1,47.1,5.7,NORMAL
low_engagement_21,377,4555,382,9.6,57.2,16.3,0.0,LOW_ENGAGEMENT
bot_like_44,6,23,6210,104.53,19.1,0.1,0.0,BOT_LIKE
user_normal_221,787,1373,1190,2.28,88.2,93.1,12.0,NORMAL
influencer_13,2696,20345,1228,6.25,98.8,1237.0,133.5,INFLUENCER
user_suspicious_69,58,53,906,49.55,21.3,0.5,0.0,SUSPICIOUS
influencer_24,1184,131684,1600,1.83,87.6,12859.3,2167.4,INFLUENCER
user_suspicious_166,37,30,626,42.03,41.9,0.3,0.0,SUSPICIOUS
incomplete_12,490,757,491,7.11,9.5,12.0,1.0,INCOMPLETE_PROFILE
user_new_32,71,22,229,2.43,74.6,2.1,0.2,NEW_LEGITIMATE
user_new_59,85,179,271,1.12,78.0,18.4,1.4,NEW_LEGITIMATE
bot_like_41,24,5,7873,99.52,36.7,0.0,0.0,BOT_LIKE
user_normal_105,1954,1631,1956,1.59,78.1,81.8,4.3,NORMAL
influencer_21,823,119779,225,4.45,90.0,7268.2,1413.0,INFLUENCER
user_normal_22,497,3848,5403,2.02,98.3,176.5,18.0,NORMAL
influencer_48,1007,441978,1172,6.94,90.4,57189.1,11032.9,INFLUENCER
user_normal_339,1229,4642,2163,0.79,83.9,430.5,44.7,NORMAL
user_normal_394,1637,1499,492,2.89,74.1,41.9,3.0,NORMAL
influencer_2,1970,287530,370,7.04,88.5,34365.2,5345.7,INFLUENCER
incomplete_19,403,616,426,1.31,25.4,43.2,2.3,INCOMPLETE_PROFILE
user_suspicious_85,58,98,4970,67.32,22.1,0.4,0.0,SUSPICIOUS
user_normal_213,1467,4011,1763,3.31,93.5,276.7,27.2,NORMAL
user_normal_284,777,3816,4655,1.62,74.0,204.1,26.3,NORMAL
influencer_17,1684,123221,569,6.48,98.3,11073.2,2032.5,INFLUENCER
user_normal_147,186,4525,824,3.81,95.4,134.9,18.6,NORMAL
user_normal_324,817,3078,2889,3.78,93.0,100.7,11.2,NORMAL
user_normal_191,474,2085,1297,0.88,79.8,135.1,8.3,NORMAL
user_normal_74,1568,1956,1415,4.16,98.4,193.4,24.2,NORMAL
user_suspicious_66,99,84,4258,18.37,42.3,0.3,0.0,SUSPICIOUS
user_new_139,6,166,234,2.62,75.2,16.5,2.2,NEW_LEGITIMATE
user_normal_336,1497,4766,660,0.73,93.6,172.1,13.1,NORMAL
user_normal_335,1260,3237,147,4.38,83.8,258.8,20.5,NORMAL
user_normal_119,555,3630,5306,1.42,81.4,341.6,41.7,NORMAL
user_normal_39,1719,4742,5361,3.4,75.3,451.6,65.7,NORMAL
influencer_92,937,183364,757,6.19,93.1,21152.6,2387.7,INFLUENCER
influencer_75,2500,147799,1665,3.57,86.5,18720.2,3668.3,INFLUENCER
user_suspicious_70,59,68,1911,51.54,48.6,0.2,0.0,SUSPICIOUS
user_suspicious_40,116,19,3261,65.28,24.9,0.2,0.0,SUSPICIOUS
low_engagement_15,752,932,900,10.15,82.8,2.4,0.1,LOW_ENGAGEMENT
user_normal_234,1381,1018,1501,2.9,73.8,31.2,2.0,NORMAL
user_normal_173,876,371,489,1.72,81.9,10.1,0.8,NORMAL
influencer_66,1396,33331,576,3.7,92.6,4519.7,768.3,INFLUENCER
user_normal_41,786,3270,749,4.34,78.8,166.1,22.4,NORMAL
user_normal_210,181,2948,4094,0.87,94.7,143.3,11.8,NORMAL
user_normal_115,269,4849,4465,0.89,85.2,458.5,37.6,NORMAL
user_normal_304,1984,3637,4915,1.09,91.8,310.7,22.2,NORMAL
incomplete_37,461,73,128,5.8,39.8,4.8,0.4,INCOMPLETE_PROFILE
user_normal_58,1426,3830,2539,2.75,86.2,286.2,31.9,NORMAL
user_new_3,85,17,24,2.16,79.0,0.9,0.1,NEW_LEGITIMATE
bot_like_68,5,42,4718,112.73,18.5,0.1,0.0,BOT_LIKE
user_normal_366,1507,1399,1942,3.2,73.4,38.5,5.4,NORMAL
user_new_55,19,64,173,0.55,89.0,6.1,0.5,NEW_LEGITIMATE
user_suspicious_151,122,19,1424,15.8,25.7,0.3,0.0,SUSPICIOUS
influencer_25,1916,477435,160,4.38,88.2,29388.9,5300.9,INFLUENCER
user_new_71,23,118,88,1.87,79.1,9.2,1.0,NEW_LEGITIMATE
incomplete_8,129,707,38,3.44,0.1,15.1,0.8,INCOMPLETE_PROFILE
bot_like_54,11,47,5433,135.52,25.4,0.1,0.0,BOT_LIKE
user_normal_240,1362,588,373,3.43,93.0,55.3,5.2,NORMAL
user_suspicious_45,134,90,992,68.75,41.0,1.4,0.0,SUSPICIOUS
user_normal_250,285,1781,51,1.73,82.4,53.0,3.6,NORMAL
user_normal_367,1527,1158,1026,0.79,98.7,25.5,3.0,NORMAL
user_suspicious_185,52,75,3701,59.23,57.3,1.0,0.0,SUSPICIOUS
low_engagement_23,552,736,125,10.18,73.9,0.7,0.0,LOW_ENGAGEMENT
user_normal_197,1236,4099,3044,1.64,70.0,134.1,13.0,NORMAL
low_engagement_29,453,3701,183,3.02,64.4,17.3,0.3,LOW_ENGAGEMENT
user_suspicious_192,80,87,2077,50.49,57.0,1.5,0.1,SUSPICIOUS
bot_like_18,4,24,5109,65.45,12.7,0.1,0.0,BOT_LIKE
user_new_9,35,57,135,0.51,82.4,3.2,0.2,NEW_LEGITIMATE
user_normal_112,254,103,128,4.18,77.7,3.5,0.4,NORMAL
user_normal_364,1840,4108,5801,1.33,72.4,160.9,20.8,NORMAL
user_new_90,19,132,66,1.84,94.4,13.3,1.6,NEW_LEGITIMATE
user_suspicious_94,55,33,1687,41.5,25.0,0.1,0.0,SUSPICIOUS
user_new_86,68,181,170,1.61,88.6,13.6,0.8,NEW_LEGITIMATE
influencer_4,1117,360988,1124,1.39,88.8,37093.8,3731.3,INFLUENCER
user_normal_53,1844,1181,683,1.2,77.5,75.5,9.2,NORMAL
user_new_62,35,108,132,2.06,69.6,9.3,1.4,NEW_LEGITIMATE
user_new_111,37,88,111,1.97,77.5,8.9,1.0,NEW_LEGITIMATE
user_new_76,16,68,221,0.57,69.4,5.2,0.4,NEW_LEGITIMATE
user_normal_190,1640,3841,1624,1.22,94.5,332.5,33.5,NORMAL
user_normal_92,1257,335,438,0.9,93.8,22.5,2.2,NORMAL
user_suspicious_89,130,94,2830,51.79,50.1,0.3,0.0,SUSPICIOUS
user_normal_7,1077,1463,2189,2.48,73.7,87.2,4.7,NORMAL
user_suspicious_188,106,74,4278,35.29,37.1,1.0,0.0,SUSPICIOUS
user_normal_293,587,2811,3138,4.8,92.1,135.7,10.8,NORMAL
user_new_41,25,42,74,2.31,72.2,2.7,0.1,NEW_LEGITIMATE
user_normal_282,1424,919,469,2.87,82.8,28.0,3.9,NORMAL
user_suspicious_137,74,14,1964,54.12,43.3,0.1,0.0,SUSPICIOUS
user_normal_63,796,4074,3317,3.62,80.5,386.8,20.9,NORMAL
user_normal_103,482,738,105,2.68,88.5,36.5,3.5,NORMAL
user_normal_328,1822,2743,3971,4.58,74.2,171.7,15.6,NORMAL
user_normal_286,352,771,213,2.17,78.0,55.3,5.5,NORMAL
user_normal_354,427,255,96,1.29,95.7,9.7,1.3,NORMAL
user_normal_305,1610,4283,5213,3.8,86.3,287.9,29.0,NORMAL
user_normal_261,1273,2572,3096,0.81,85.6,65.4,8.5,NORMAL
user_normal_100,713,623,395,4.52,73.9,28.9,2.4,NORMAL
user_new_75,47,127,247,3.95,86.4,8.3,0.9,NEW_LEGITIMATE
user_new_56,17,116,264,3.84,93.8,7.6,1.0,NEW_LEGITIMATE
user_normal_309,1934,1022,1139,2.1,93.5,65.8,3.3,NORMAL
incomplete_14,59,163,233,8.04,8.2,4.6,0.2,INCOMPLETE_PROFILE
edge_zero_following,200,1000,0,3.0,90.0,50.0,5.0,EDGE_CASE
user_suspicious_68,27,17,2276,32.92,28.2,0.0,0.0,SUSPICIOUS
user_suspicious_98,126,79,4248,20.33,21.4,1.6,0.0,SUSPICIOUS
bot_like_70,6,6,1564,123.78,31.1,0.0,0.0,BOT_LIKE
user_suspicious_182,79,22,1122,59.14,57.3,0.4,0.0,SUSPICIOUS
user_new_66,21,108,95,3.16,69.9,6.7,0.9,NEW_LEGITIMATE
user_normal_206,905,216,121,1.9,83.7,4.5,0.3,NORMAL
user_suspicious_172,57,35,3080,62.78,44.4,0.4,0.0,SUSPICIOUS
user_normal_379,1471,3411,3422,3.73,98.6,265.1,36.1,NORMAL
influencer_46,2950,285160,1277,3.39,99.4,26943.4,3736.7,INFLUENCER
user_normal_42,1459,3494,177,2.18,81.8,305.9,43.7,NORMAL
user_suspicious_55,95,54,4735,74.1,32.6,0.8,0.0,SUSPICIOUS
user_normal_116,438,3844,951,2.01,74.0,96.4,14.4,NORMAL
user_suspicious_125,173,47,1152,58.79,50.7,0.3,0.0,SUSPICIOUS
user_suspicious_196,20,90,2144,60.83,49.7,1.2,0.0,SUSPICIOUS
user_new_70,24,33,23,1.03,90.7,2.6,0.2,NEW_LEGITIMATE
user_suspicious_124,108,80,2144,31.69,52.2,0.7,0.0,SUSPICIOUS
user_suspicious_161,94,49,3840,26.02,22.0,0.6,0.0,SUSPICIOUS
user_normal_380,353,3841,3102,4.23,71.2,344.6,26.1,NORMAL
user_suspicious_118,43,35,1284,51.03,25.9,0.1,0.0,SUSPICIOUS
user_normal_363,1000,1862,2431,3.84,71.4,171.7,23.2,NORMAL
user_normal_313,1672,2123,920,0.51,88.6,102.8,13.3,NORMAL
influencer_94,1230,291321,1636,2.18,90.3,26218.4,2278.0,INFLUENCER
user_suspicious_6,166,29,1537,18.47,38.2,0.4,0.0,SUSPICIOUS
edge_high_posting,10,20,5000,100.0,30.0,0.5,0.1,EDGE_CASE
user_normal_321,1776,237,99,1.24,91.0,15.8,1.7,NORMAL
user_normal_24,1590,1736,748,3.24,85.1,41.9,3.3,NORMAL
influencer_8,806,192774,229,7.52,94.9,24026.6,2820.5,INFLUENCER
incomplete_20,217,747,745,4.7,24.2,40.4,2.4,INCOMPLETE_PROFILE
user_suspicious_165,92,64,1198,39.19,40.9,0.1,0.0,SUSPICIOUS
user_normal_47,650,1266,1165,3.1,83.2,93.4,7.7,NORMAL
user_suspicious_130,120,11,4862,74.0,59.9,0.2,0.0,SUSPICIOUS
user_normal_290,1213,341,363,1.64,93.4,29.3,2.9,NORMAL
bot_like_20,28,24,6819,125.28,27.3,0.0,0.0,BOT_LIKE
user_normal_280,262,4076,5268,0.84,93.5,168.1,11.4,NORMAL
bot_like_38,27,26,3581,66.49,34.3,0.0,0.0,BOT_LIKE
user_normal_229,1065,1407,2006,2.11,86.0,116.1,14.0,NORMAL
bot_like_6,17,9,2168,122.94,14.0,0.0,0.0,BOT_LIKE
influencer_100,1699,97508,1947,6.09,98.1,7027.5,695.8,INFLUENCER
user_normal_283,1777,867,532,2.15,82.4,74.7,9.2,NORMAL
user_normal_262,1742,4355,6342,1.72,87.8,324.1,23.7,NORMAL
user_normal_344,1829,1998,89,2.78,87.9,45.3,3.9,NORMAL
incomplete_35,401,509,162,9.68,11.6,22.2,2.2,INCOMPLETE_PROFILE
user_normal_326,1545,1343,952,1.61,97.2,53.7,4.1,NORMAL
user_new_16,4,167,94,1.72,63.9,17.2,2.5,NEW_LEGITIMATE
user_normal_158,1982,2158,2773,3.74,78.9,140.9,13.8,NORMAL
user_new_28,56,188,205,0.65,79.8,21.4,2.9,NEW_LEGITIMATE
user_suspicious_104,106,75,1631,18.97,31.5,0.2,0.0,SUSPICIOUS
user_normal_156,1000,554,734,4.27,82.1,45.2,4.2,NORMAL
user_normal_222,474,4109,4900,3.17,97.4,151.4,17.0,NORMAL
user_suspicious_97,116,83,647,58.75,53.0,0.7,0.0,SUSPICIOUS
low_engagement_4,174,4862,168,2.5,55.2,13.3,0.2,LOW_ENGAGEMENT
incomplete_25,496,278,638,3.1,32.5,14.2,0.6,INCOMPLETE_PROFILE
bot_like_75,2,11,3752,120.58,19.3,0.0,0.0,BOT_LIKE
user_new_7,75,170,235,2.04,81.2,19.2,1.7,NEW_LEGITIMATE
user_normal_399,1000,2490,996,2.1,94.8,191.0,12.9,NORMAL
influencer_20,447,244453,1954,1.43,88.4,21103.0,2799.0,INFLUENCER
influencer_84,390,227508,1786,3.28,92.0,14741.6,2921.2,INFLUENCER
user_normal_237,1617,4149,3769,4.39,93.1,120.5,15.6,NORMAL
user_normal_12,1360,2162,114,0.57,82.7,111.5,8.9,NORMAL
user_suspicious_62,104,64,3366,57.82,41.3,0.2,0.0,SUSPICIOUS
user_normal_396,664,2269,2222,2.17,81.2,131.4,12.4,NORMAL
user_normal_67,241,695,929,2.25,78.9,19.5,1.1,NORMAL
user_suspicious_168,85,30,2267,23.29,36.4,0.2,0.0,SUSPICIOUS
user_normal_214,638,307,437,3.19,93.5,18.0,1.0,NORMAL
user_new_118,85,70,156,0.77,89.0,4.3,0.4,NEW_LEGITIMATE
user_normal_226,207,2213,3284,3.46,79.8,181.2,11.4,NORMAL
user_normal_95,1163,1458,1069,1.84,85.7,110.5,14.3,NORMAL
user_suspicious_5,59,9,4134,43.8,39.8,0.2,0.0,SUSPICIOUS
influencer_99,1071,107493,1492,1.58,97.9,10540.3,930.2,INFLUENCER
user_new_112,77,13,233,2.26,62.0,1.0,0.1,NEW_LEGITIMATE
influencer_3,1337,244856,1989,6.43,90.9,15652.5,1272.3,INFLUENCER
user_normal_243,784,1540,354,2.96,83.3,32.6,3.5,NORMAL
bot_like_15,20,9,2040,32.88,26.0,0.0,0.0,BOT_LIKE
user_suspicious_108,107,31,4931,37.19,39.1,0.6,0.0,SUSPICIOUS
incomplete_24,56,751,112,5.66,0.3,29.7,2.4,INCOMPLETE_PROFILE
user_suspicious_111,15,16,3160,52.5,42.6,0.2,0.0,SUSPICIOUS
user_normal_101,973,2396,2144,3.33,72.5,215.4,30.6,NORMAL
user_new_19,31,43,234,3.75,74.2,4.8,0.4,NEW_LEGITIMATE
user_normal_371,1365,2494,3048,4.93,78.1,131.1,18.2,NORMAL
user_suspicious_83,18,77,2314,19.27,55.5,0.7,0.0,SUSPICIOUS
user_new_121,23,54,266,0.51,85.2,5.2,0.5,NEW_LEGITIMATE
influencer_96,1333,404051,298,2.79,99.0,25498.0,4479.7,INFLUENCER
user_normal_260,800,4231,4889,3.4,87.9,220.4,19.1,NORMAL
user_normal_69,1570,243,118,1.82,79.9,17.9,2.2,NORMAL
user_normal_141,1222,2165,818,3.99,83.6,134.1,12.6,NORMAL
user_normal_151,1930,4323,4881,2.41,70.7,179.4,18.7,NORMAL
influencer_68,1517,383145,1545,6.85,97.9,31264.5,5698.4,INFLUENCER
user_new_80,73,150,89,1.67,94.2,16.1,1.9,NEW_LEGITIMATE
user_normal_372,1925,2036,2670,2.63,71.4,63.5,4.9,NORMAL
user_suspicious_150,173,26,3274,66.2,31.3,0.4,0.0,SUSPICIOUS
user_normal_149,886,4666,3240,1.71,88.7,246.1,25.9,NORMAL
user_normal_86,1056,1115,423,4.15,99.6,35.7,3.9,NORMAL
user_suspicious_10,12,44,1641,59.57,56.4,0.6,0.0,SUSPICIOUS
user_normal_211,1369,189,223,3.62,94.6,4.4,0.5,NORMAL
user_normal_15,984,2831,2823,4.49,84.2,83.7,10.2,NORMAL
user_normal_171,1311,3621,360,2.58,99.7,72.5,5.0,NORMAL
bot_like_56,10,5,3824,81.23,24.1,0.0,0.0,BOT_LIKE
user_normal_21,1486,4129,2725,2.09,79.1,137.0,14.2,NORMAL
influencer_43,1277,110625,1677,2.16,98.7,9158.0,1141.5,INFLUENCER
user_normal_295,952,2137,2617,1.69,70.6,56.8,8.3,NORMAL
user_normal_75,1273,3586,1860,4.0,86.8,193.4,27.2,NORMAL
user_new_12,80,178,171,3.07,78.5,18.1,2.7,NEW_LEGITIMATE
incomplete_22,284,430,571,5.55,6.5,33.2,3.0,INCOMPLETE_PROFILE
user_normal_78,1711,3540,873,2.88,83.1,298.0,44.0,NORMAL
incomplete_5,388,544,543,1.96,31.2,40.1,2.3,INCOMPLETE_PROFILE
user_suspicious_143,1,62,2381,78.11,27.1,0.9,0.0,SUSPICIOUS
influencer_85,2324,323804,762,7.66,90.1,48110.9,8690.4,INFLUENCER
user_new_60,27,130,160,0.5,91.5,5.7,0.8,NEW_LEGITIMATE
bot_like_26,28,12,3241,93.13,30.6,0.0,0.0,BOT_LIKE
user_suspicious_153,122,88,4770,47.87,22.5,0.2,0.0,SUSPICIOUS
user_normal_395,542,1357,1636,0.61,92.7,76.9,6.1,NORMAL
user_new_83,78,67,289,3.45,63.4,5.4,0.5,NEW_LEGITIMATE
bot_like_55,1,25,1595,34.79,20.9,0.1,0.0,BOT_LIKE
low_engagement_25,198,4430,124,5.22,51.2,3.2,0.1,LOW_ENGAGEMENT
user_suspicious_164,51,47,3434,54.8,20.7,0.2,0.0,SUSPICIOUS
user_normal_118,1753,2138,1168,4.68,94.9,207.8,13.0,NORMAL
bot_like_60,15,31,1524,83.88,23.8,0.0,0.0,BOT_LIKE
user_suspicious_12,108,44,4382,18.38,21.3,0.4,0.0,SUSPICIOUS
user_new_39,28,25,194,1.27,64.6,2.7,0.3,NEW_LEGITIMATE
user_normal_274,972,4359,144,2.69,88.2,353.9,23.9,NORMAL
